book_id,authors,publication_year,title,average_rating,ratings_count
901,Geraldine Brooks,2001.0,Year of Wonders: A Novel of the Plague,4.0,104283
902,Michael Connelly,1992.0,The Black Echo,4.08,98591
903,Ayn Rand,1938.0,Anthem,3.62,95620
904,Sylvain Reynard,2011.0,Gabriel's Inferno,4.02,119633
905,"Judi Barrett, Ron Barrett",1978.0,Cloudy with a Chance of Meatballs,4.15,104677
906,Helen Simonson,2010.0,Major Pettigrew's Last Stand,3.87,97745
907,Nora Roberts,2009.0,Vision in White,4.1,103933
908,Jodi Picoult,2006.0,The Tenth Circle,3.48,99170
909,Rick Riordan,2011.0,The Throne of Fire,4.2,116360
910,John Scalzi,2005.0,Old Man's War,4.23,97653
911,Stephen King,1992.0,Gerald's Game,3.47,100158
912,Janet Evanovich,1996.0,Two for the Dough,4.11,116171
913,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931.0,The Joy of Cooking,4.14,102348
914,Joe Haldeman,1974.0,The Forever War,4.15,87636
915,"Stephen King, Bettina Blanch Tyroller",1994.0,Insomnia,3.79,100972
916,Azar Nafisi,2003.0,Reading Lolita in Tehran: A Memoir in Books,3.57,94696
917,Joe Abercrombie,2006.0,The Blade Itself,4.14,97501
918,Eoin Colfer,2002.0,The Arctic Incident,3.94,108031
919,Annie Proulx,1993.0,The Shipping News,3.83,103151
920,"Marie Kondō, Cathy Hirano",2011.0,人生がときめく片づけの魔法,3.77,105063
921,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,4.19,132087
922,Kathy Reichs,1997.0,Déjà Dead,3.86,100369
923,Michael Scott,2007.0,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,3.84,58396
924,Jeffrey Eugenides,2011.0,The Marriage Plot,3.42,90551
925,"Isabel Allende, Margaret Sayers Peden",1998.0,Hija de la fortuna,3.89,89770
926,Jessica Knoll,2015.0,Luckiest Girl Alive,3.48,82504
927,Ellen Hopkins,2004.0,"Crank (Crank, #1)",4.16,104168
928,Maggie Stiefvater,2012.0,The Raven Boys,4.05,121727
929,Richard Matheson,1954.0,I Am Legend and Other Stories,3.99,98795
930,Elizabeth Strout,2008.0,Olive Kitteridge,3.78,85019
931,"Lena Dunham, Joana Avillez",2014.0,Not that Kind of Girl,3.33,88251
932,James C. Collins,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,4.04,85277
933,Kristin Cashore,2009.0,Fire,4.12,98180
934,Samuel Beckett,1952.0,En attendant Godot,3.81,98950
935,Jack London,1906.0,White Fang,3.94,100223
936,"Stephen King, Bernie Wrightson",2003.0,Wolves of the Calla,4.17,98182
937,Philip Pullman,2000.0,His Dark Materials,4.25,88227
938,J.A. Redmerski,2012.0,The Edge of Never,4.26,117508
939,Kimberly McCreight,2013.0,Reconstructing Amelia,3.82,86965
940,Jojo Moyes,2014.0,The One Plus One,3.94,87412
941,Michael Cunningham,1998.0,The Hours,3.91,97462
942,Alice Clayton,2012.0,Wallbanger,4.1,134805
943,David Sedaris,1997.0,Holidays on Ice,3.95,82591
944,Stephen King,1996.0,Desperation,3.8,94821
945,Lauren Kate,2011.0,Passion,3.89,119735
946,James Dashner,2012.0,The Kill Order,3.69,96568
947,Susan Ee,2011.0,Angelfall,4.19,73886
948,Richard Russo,2001.0,Empire Falls,3.91,90811
949,Robert Jordan,1993.0,The Fires of Heaven,4.13,93227
950,Jandy Nelson,2014.0,I'll Give You the Sun,4.14,140937
951,Chuck Palahniuk,1999.0,Survivor,3.93,49551
952,Sophie Kinsella,2007.0,Shopaholic and Baby,3.77,98130
953,Stephen King,2004.0,The Dark Tower,4.27,93296
954,Catherine Hardwicke,2009.0,Twilight Director's Notebook,4.2,88847
955,Sophie Kinsella,2001.0,Shopaholic Abroad,3.75,93498
956,Richard Feynman,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",4.29,91625
957,Maggie Stiefvater,2010.0,Linger,3.91,125363
958,L.M. Montgomery,1908.0,The Complete Anne of Green Gables Boxed Set,4.42,92142
959,"James Joyce, Seamus Deane",1916.0,A Portrait of the Artist as a Young Man,3.6,92569
960,"Robert Jordan, Brandon Sanderson",2009.0,The Gathering Storm,4.34,94095
961,"George Eliot, Michel Faber",1871.0,Middlemarch,3.93,95995
962,Colleen Hoover,2012.0,Point of Retreat,4.3,109344
963,John Grisham,1997.0,The Partner,3.89,86870
964,J.R.R. Tolkien,1973.0,The Hobbit and The Lord of the Rings,4.59,90907
965,S.C. Stephens,2009.0,Thoughtless,4.12,90483
966,Scott Turow,1986.0,Presumed Innocent,4.1,91774
967,Stephen King,1989.0,The Dark Half,3.74,94624
968,Stacy Schiff,2006.0,Cleopatra: A Life,3.62,73994
969,Thomas L. Friedman,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,3.66,78271
970,Brandon Sanderson,2013.0,Steelheart,4.16,76261
971,"Marcus Pfister, J. Alison James",1995.0,,4.15,95421
972,Jules Verne,1864.0,Voyage au centre de la Terre,3.84,89410
973,Gretchen Rubin,2009.0,The Happiness Project,3.57,94456
974,Philip K. Dick,1962.0,The Man in the High Castle,3.66,84180
975,"Vincent Bugliosi, Curt Gentry",1974.0,Helter Skelter: The True Story of The Manson Murders,4.0,92158
976,"Robert Kapilow, Dr. Seuss",,,4.44,90574
977,"Dante Alighieri, Anthony M. Esolen",1320.0,Inferno,3.99,87511
978,Deborah Harkness,2012.0,Shadow of Night,4.04,97925
979,Jodi Picoult,2014.0,Leaving Time,3.94,76553
980,Patricia Briggs,2006.0,Moon Called,4.18,129150
981,Melissa de la Cruz,2006.0,Blue Bloods,3.68,116687
982,Caleb Carr,1994.0,The Alienist,4.05,96981
983,Ta-Nehisi Coates,2015.0,Between the World and Me,4.4,74218
984,"John Milton, John      Leonard",1667.0,Paradise Lost,3.8,96316
985,Michael   Lewis,2009.0,The Big Short: Inside the Doomsday Machine,4.26,37090
986,Stephen King,1999.0,The Girl Who Loved Tom Gordon,3.56,95768
987,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0, A Monster Calls ,4.36,104579
988,"Robert Jordan, Brandon Sanderson",2010.0,Towers of Midnight,4.42,91383
989,Frederick Forsyth,1971.0,The Day of the Jackal,4.25,85883
990,"Jason Fried, David Heinemeier Hansson",2010.0,Rework,3.93,88626
991,Rainbow Rowell,2011.0,Attachments,3.95,105414
992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005.0,The Twilight Saga,3.88,89204
993,Carol Rifka Brunt,2012.0,Tell the Wolves I'm Home,4.04,85582
994,James Herriot,1972.0,All Creatures Great And Small,4.31,64779
995,Michelle Hodkin,2011.0,The Unbecoming of Mara Dyer,4.09,83847
996,Janet Evanovich,1997.0,Three to Get Deadly,4.14,113400
997,Emmuska Orczy,1905.0,The Scarlet Pimpernel,4.06,93217
998,"Jon Stone, Michael J. Smollin",1971.0,The Monster at the End of This Book,4.45,102184
999,Judy Blume,1972.0,Tales of a Fourth Grade Nothing,4.09,106435
1000,Leigh Bardugo,2012.0,Shadow and Bone,4.05,135225
1001,"Herman Koch, Sam Garrett",2009.0,Het diner,3.22,74979
1002,Marie Lu,2013.0,Champion,4.37,114623
1003,Carl Sagan,1985.0,Contact,4.11,90917
1004,Stephanie Perkins,2011.0,Lola and the Boy Next Door,4.0,108370
1005,Zadie Smith,1999.0,White Teeth,3.75,82474
1006,"Chris Kyle, Scott McEwen, Jim DeFelice",2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.97,61422
1007,Chelsea Handler,2004.0,My Horizontal Life: A Collection of One-Night Stands,3.79,83607
1008,Pittacus Lore,2011.0,The Power of Six,4.17,97938
1009,Meg Wolitzer,2013.0,The Interestings,3.54,76566
1010,Bill Watterson,1988.0,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4.65,93001
1011,Geraldine Brooks,2008.0,People of the Book,4.0,95796
1012,Kate Morton,2012.0,The Secret Keeper,4.13,89460
1013,Better Homes and Gardens,1953.0,Better Homes & Gardens New Cook Book,4.14,93640
1014,Douglas Adams,1984.0,"So Long, and Thanks for All the Fish",4.08,93774
1015,"Hermann Hesse, Basil Creighton",1927.0,Der Steppenwolf: Erzählung,4.11,80769
1016,Tess Gerritsen,2001.0,The Surgeon,4.1,89468
1017,Jojo Moyes,2012.0,The Girl You Left Behind,3.95,80991
1018,Robin Hobb,1996.0,Royal Assassin,4.21,82608
1019,Arthur C. Clarke,1953.0,Childhood's End,4.09,87141
1020,"Kate DiCamillo, Timothy Basil Ering",2004.0, The Tale of Despereaux,4.0,113066
1021,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007.0,"Animal, Vegetable, Miracle: A Year of Food Life",4.03,83881
1022,Sarah J. Maas,2014.0,Heir of Fire,4.53,123843
1023,Robert Jordan,1994.0,,4.1,91046
1024,Alan Bradley,2009.0,The Sweetness at the Bottom of the Pie,3.81,99841
1025,Donald Miller,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92,82090
1026,Diana Gabaldon,2005.0,A Breath of Snow and Ashes,4.43,87098
1027,Rick Riordan,2014.0,The Blood of Olympus,4.41,110719
1028,Liane Moriarty,2016.0,Truly Madly Guilty,3.55,90477
1029,"Brian K. Vaughan, Fiona Staples",2012.0,"Saga, Volume One",4.25,131906
1030,Chad Harbach,2011.0,The Art of Fielding,3.99,81712
1031,Ernest Hemingway,1964.0,A Moveable Feast,4.04,69992
1032,Brandon Mull,2006.0,Fablehaven,4.08,99390
1033,"Lemony Snicket, Brett Helquist",2000.0,The Wide Window,3.91,118624
1034,Jim Butcher,2001.0,Grave Peril,4.18,97736
1035,Walter Isaacson,2007.0,Einstein. His Life and Universe,4.08,71156
1036,S.C. Stephens,2011.0,Effortless,4.37,83085
1037,John Grisham,1998.0,The Street Lawyer,3.81,80577
1038,Mildred D. Taylor,1976.0,"Roll of Thunder, Hear My Cry",3.79,92980
1039,"Seth Grahame-Smith, Jane Austen",2009.0,Pride and Prejudice and Zombies,3.28,103995
1040,David Sedaris,2013.0,Lets Explore Diabetes with Owls,3.8,81616
1041,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868.0,Идиот,4.18,74642
1042,Douglas Adams,1987.0,Dirk Gently's Holistic Detective Agency,3.97,89569
1043,Jeff Kinney,2008.0,Rodrick Rules,4.1,91831
1044,Mindy Kaling,2015.0,Why Not Me?,3.89,74199
1045,Veronica Roth,2014.0,Four: A Divergent Collection,4.1,97058
1046,"Aziz Ansari, Eric Klinenberg",2015.0,Modern Romance,3.85,94231
1047,"Katherine Applegate, Patricia Castelao",2012.0,The One and Only Ivan,4.24,85136
1048,Sebastian Junger,1997.0,The Perfect Storm: A True Story of Men Against the Sea,4.07,45382
1049,Brandon Sanderson,2005.0,Elantris,4.17,95950
1050,Patrick Ness,2008.0,The Knife of Never Letting Go,3.96,99638
1051,Jim Fergus,1998.0,One Thousand White Women: The Journals of May Dodd,3.88,84367
1052,Jodi Picoult,2009.0,Handle with Care,3.96,90138
1053,"Stephen King, Darrel Anderson",2004.0,Song of Susannah,3.98,84957
1054,Ally Condie,2012.0,Reached,3.56,109290
1055,Salman Rushdie,1981.0,Midnight's Children,3.99,75502
1056,Max Brooks,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,3.86,82535
1057,John Grisham,1999.0,The Testament,3.83,80377
1058,Agatha Christie,1930.0,Murder at the Vicarage,4.03,93963
1059,Margaret Peterson Haddix,1998.0,Among the Hidden ,3.97,94478
1060,Michael Pollan,2007.0,In Defense of Food: An Eater's Manifesto,4.07,80434
1061,Elizabeth George Speare,1958.0,The Witch of Blackbird Pond,3.97,105770
1062,Kiera Cass,2015.0,The Heir,3.85,111044
1063,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,3.77,88139
1064,"Wilkie Collins, Matthew Sweet",1859.0,The Woman in White,3.98,93134
1065,"Robert Galbraith, J.K. Rowling",2015.0,Career of Evil,4.21,66979
1066,Jenny Han,2009.0,The Summer I Turned Pretty,3.96,104730
1067,Janet Evanovich,1998.0,Four to Score ,4.17,106871
1068,James McBride,1996.0,The Color of Water: A Black Man's Tribute to His White Mother,4.06,80906
1069,"Steven D. Levitt, Stephen J. Dubner",2009.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",3.95,85006
1070,Karen Marie Moning,2006.0,Darkfever,4.14,110812
1071,Terry Goodkind,1995.0,Stone of Tears,4.1,83235
1072,Emily Giffin,2010.0,Heart of the Matter,3.73,83461
1073,"William Makepeace Thackeray, John Carey",1847.0,Vanity Fair: A Novel Without a Hero,3.76,91323
1074,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,4.16,72493
1075,"Stephen King, Dominique Dill",1992.0,Dolores Claiborne,3.81,71053
1076,Cynthia D'Aprix Sweeney,2016.0,The Nest,3.45,79762
1077,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001.0,"Fables, Volume 1: Legends in Exile",3.99,101016
1078,David    Allen,2001.0,Getting Things Done: How To Achieve Stress-free Productivity,3.98,75665
1079,James Redfield,1993.0,The Celestine Prophecy,3.6,72675
1080,Huntley Fitzpatrick,2012.0,My Life Next Door ,4.02,102012
1081,Ken Follett,2012.0,Winter of the World,4.29,71971
1082,"Haruki Murakami, Philip Gabriel",2013.0,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",3.82,67873
1083,Alice Sebold,1999.0,Lucky,3.77,77462
1084,Virginia Woolf,1927.0,To The Lighthouse ,3.76,83066
1085,Chetan Bhagat,2004.0,Five Point Someone: What Not to Do at IIT,3.43,67438
1086,Laurell K. Hamilton,1993.0,Guilty Pleasures,4.02,104252
1087,Markus Zusak,2002.0,The Messenger,4.09,93119
1088,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874.0,Far from the Madding Crowd,3.92,87427
1089,Terry Pratchett,1987.0,Equal Rites,4.0,88673
1090,Mark Z. Danielewski,2000.0,House of Leaves,4.13,75469
1091,Patricia Cornwell,1993.0,Cruel & Unusual,4.11,83695
1092,John Grisham,2013.0,Sycamore Row,3.98,56315
1093,"P.C. Cast, Kristin Cast",2011.0,Awakened,4.02,101234
1094,Willa Cather,1918.0,My Ántonia,3.76,81102
1095,Susan Beth Pfeffer,2006.0,Life As We Knew It,3.89,94282
1096,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,4.02,74511
1097,"Don Piper, Cecil Murphey",2004.0,90 Minutes in Heaven,3.91,67937
1098,Nicholas Sparks,2012.0,The Longest Ride,4.14,71276
1099,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300.0,道德經 [dào dé jīng],4.31,39863
1100,Jeffrey Archer,1979.0,Kane and Abel,4.27,74052
1101,Jodi Picoult,2008.0,Change of Heart,3.91,86471
1102,Augusten Burroughs,2003.0,Dry: A Memoir,4.01,70550
1103,James Patterson,2001.0,Sam's Letters To Jennifer,4.15,77538
1104,E.L. James,2015.0,Grey,3.76,75320
1105,Frank Herbert,1969.0,Dune Messiah ,3.86,82580
1106,C.S. Lewis,1945.0,The Great Divorce,4.28,75031
1107,Jennifer Weiner,2004.0,Little Earthquakes,3.76,77592
1108,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835.0,Eventyr og historier,4.28,90999
1109,Mark Cotta Vaz,2009.0,New Moon: The Complete Illustrated Movie Companion,4.34,82399
1110,Colleen Hoover,2014.0,Maybe Someday,4.33,81707
1111,Jane Green,1999.0,Mr Maybe,3.41,78132
1112,L.M. Montgomery,1915.0,Anne of the Island,4.21,97049
1113,"Friedrich Nietzsche, Walter Kaufmann",1883.0,Also sprach Zarathustra,4.05,65362
1114,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,4.13,95274
1115,Jaycee Dugard,2011.0,A Stolen Life,3.89,72713
1116,Amish Tripathi,2010.0,The Immortals of Meluha,4.0,62784
1117,Michael Crichton,1995.0,The Lost World,3.72,83389
1118,Lauren Oliver,2013.0,Requiem,3.74,100593
1119,Robert Jordan,1996.0,A Crown of Swords,4.0,86421
1120,"Aesop, Laura Harris, Laura Gibbs",-560.0,Aesopica,4.05,88508
1121,Cormac McCarthy,1985.0,Blood Meridian: Or the Evening Redness in the West,4.18,71095
1122,Becca Fitzpatrick,2012.0,Finale,4.22,107569
1123,Stephen King,1985.0,Skeleton Crew,3.93,82320
1124,Chuck Palahniuk,2002.0,Lullaby,3.73,66713
1125,Chetan Bhagat,2009.0,Two States,3.42,67866
1126,"Matsuri Hino, Tomo Kimura",2005.0,ヴァンパイア騎士 1,4.1,89733
1127,Jim Butcher,2002.0,Summer Knight,4.3,91012
1128,"Anne McCaffrey, Teodor Panasiński",1968.0,Dragonflight,4.1,95378
1129,"John D. Rateliff, J.R.R. Tolkien",2007.0,"The History of the Hobbit, Part One: Mr. Baggins",3.81,108399
1130,Colleen Hoover,2014.0,Ugly Love,4.3,107583
1131,Joanne Harris,1998.0,Chocolat,3.95,84770
1132,Jay Anson,1977.0,The Amityville Horror,3.82,80959
1133,Michael Ondaatje,1992.0,The English Patient,3.88,83741
1134,Sylvain Reynard,2012.0,Gabriel's Rapture,4.22,91213
1135,"James Joyce, Jeri Johnson",1914.0,Dubliners,3.85,73140
1136,Colum McCann,2009.0,Let the Great World Spin,3.93,71515
1137,Eoin Colfer,2003.0,The Eternity Code,4.04,94437
1138,Harlan Coben,2001.0,Tell No One,4.11,78070
1139,Stephen King,1987.0,The Tommyknockers,3.48,89262
1140,Rachel Hawkins,2010.0,Hex Hall,3.96,109881
1141,Austin Kleon,2010.0,Steal Like an Artist,3.86,93625
1142,Neal Stephenson,1999.0,Cryptonomicon,4.25,72683
1143,Christina Lauren,2013.0,Beautiful Bastard,4.05,111668
1144,Barbara Kingsolver,2000.0,Prodigal Summer,3.98,78529
1145,Joyce Carol Oates,1996.0,We Were the Mulvaneys,3.7,77251
1146,Scott McCloud,1993.0,Understanding Comics: The Invisible Art,3.98,77277
1147,"Kami Garcia, Margaret Stohl",2010.0,Beautiful Darkness,3.84,95447
1148,Jon Ronson,2011.0,The Psychopath Test,3.91,44097
1149,Jodi Picoult,2005.0,Vanishing Acts,3.68,79662
1150,David Baldacci,1995.0,Absolute Power,4.15,72481
1151,Janet Evanovich,2000.0,Hot Six,4.18,99329
1152,Mitch Albom,2012.0,The Time Keeper,3.85,72277
1153,Christopher Moore,2006.0,A Dirty Job,4.08,78523
1154,Michael   Lewis,2003.0,Moneyball: The Art of Winning an Unfair Game,4.24,66406
1155,Jonathan Stroud,2003.0,The Amulet of Samarkand,3.99,86062
1156,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007.0,I Am America (And So Can You!),3.91,71023
1157,"Kenneth H. Blanchard, Spencer Johnson",1981.0,The One Minute Manager,3.85,70241
1158,Leon Uris,1958.0,Exodus,4.33,77258
1159,Ursula Hegi,1994.0,Stones from the River,4.07,80056
1160,Raymond Chandler,1939.0,The Big Sleep,4.04,84489
1161,John Steinbeck,1945.0,Cannery Row ,4.02,81598
1162,Ellen DeGeneres,2011.0,Seriously...I'm Kidding,3.72,74358
1163,"Lemony Snicket, Brett Helquist",2000.0,The Miserable Mill,3.83,101325
1164,Eowyn Ivey,2012.0,The Snow Child,3.95,72328
1165,"J. Lynn, Jennifer L. Armentrout",2013.0,Wait for You,4.19,106236
1166,Jeff Kinney,2009.0,The Last Straw,4.11,82518
1167,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0,La Divina Commedia,4.06,74130
1168,"Benjamin Hoff, Ernest H. Shepard",1982.0,The Tao of Pooh,4.01,69975
1169,Jennifer L. Armentrout,2012.0,Onyx,4.33,111448
1170,Tahereh Mafi,2013.0,"Unravel Me (Shatter Me, #2)",4.28,109183
1171,Sarah Dunant,2003.0,The Birth of Venus,3.79,78129
1172,Eoin Colfer,2005.0,The Opal Deception,4.04,95638
1173,"David Lagercrantz, Stieg Larsson, George Goulding",2015.0,Det som inte dödar oss,3.73,53751
1174,Emma Cline,2016.0,The Girls,3.49,76761
1175,Shannon Hale,2003.0,The Goose Girl,4.18,92952
1176,Dennis Lehane,2001.0,Mystic River,4.19,86103
1177,Isaac Marion,2010.0,Warm Bodies,3.93,66381
1178,"Mark Twain, Everett H. Emerson",1881.0,The Prince and the Pauper,3.84,84682
1179,Robert A. Heinlein,1966.0,The Moon is a Harsh Mistress,4.17,80366
1180,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010.0,The Forty Rules of Love,4.17,35283
1181,Janet Evanovich,1999.0,High Five,4.17,92737
1182,Stephen King,2013.0,Joyland,3.9,75018
1183,"Hajime Isayama, Sheldon Drzka",2010.0,進撃の巨人 1,4.42,82565
1184,F. Scott Fitzgerald,1933.0,Tender Is the Night,3.83,79008
1185,Olive Ann Burns,1984.0,Cold Sassy Tree,3.99,82281
1186,Tennessee Williams,1945.0,The Glass Menagerie,3.67,90032
1187,"Elena Ferrante, Ann Goldstein",2011.0,L'amica geniale,3.88,64637
1188,Timothy Ferriss,2007.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",3.84,66129
1189,Robin S. Sharma,1996.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,3.77,52031
1190,Amor Towles,2011.0,Rules of Civility,3.99,75541
1191,Larry Niven,1970.0,Ringworld,3.96,76925
1192,Ruta Sepetys,2011.0,Between Shades of Gray,4.36,87718
1193,"Andrew Clements, Brian Selznick",1996.0,Frindle,3.79,83351
1194,Jeff Kinney,2009.0,Dog Days,4.14,78592
1195,Louise Erdrich,2012.0,The Round House,3.91,67928
1196,Madeleine L'Engle,1973.0,A Wind in the Door,4.07,87277
1197,Veronica Roth,2012.0,Free Four: Tobias Tells the Divergent Story,4.18,81621
1198,Hanya Yanagihara,2015.0,A Little Life,4.27,66782
1199,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003.0,"Y: The Last Man, Vol. 1: Unmanned",4.12,81326
1200,Brandon Sanderson,2011.0,The Alloy of Law,4.2,72185
1201,Charlaine Harris,2011.0,Dead Reckoning,3.77,87066
1202,"Anne Tyler, Jennifer Bassett",1985.0,The Accidental Tourist,3.9,80075
1203,Benjamin Alire Sáenz,2012.0,Aristotle and Dante Discover the Secrets of the Universe,4.34,108884
1204,H.G. Wells,1897.0,The Invisible Man,3.62,84778
1205,"Haruki Murakami, Alfred Birnbaum",1985.0,世界の終りとハードボイルド・ワンダーランド [Sekai no owari to hādoboirudo wandārando],4.15,63764
1206,"Paulo Coelho, Alan R. Clarke",1994.0,Na margem do rio Piedra eu sentei e chorei,3.57,62106
1207,"Johann David Wyss, Scott McKowen, Arthur Pober",1812.0,Der Schweizerische Robinson,3.92,78355
1208,Stephen King,1990.0,Four Past Midnight,3.9,76376
1209,Jennifer Probst,2012.0,The Marriage Bargain,3.81,91630
1210,L.M. Montgomery,1909.0,Anne of Avonlea,4.21,99918
1211,"Watty Piper, Doris Hauman, George Hauman",1930.0,The Little Engine That Could,4.15,82102
1212,Karen Joy Fowler,2013.0,We Are All Completely Beside Ourselves,3.71,59973
1213,Orson Scott Card,1996.0,Children of the Mind,3.74,74517
1214,James Joyce,1922.0,Ulysses,3.74,76791
1215,Sarah Dessen,1998.0,Someone Like You,3.94,84358
1216,Alan Brennert,2003.0,Moloka'i,4.15,75307
1217,Anne Rice,1990.0,The Witching Hour,4.1,79824
1218,Frank E. Peretti,1986.0,This Present Darkness,4.24,71815
1219,Jessica Sorensen,2012.0,The Coincidence of Callie & Kayden,4.21,97615
1220,Lauren Groff,2015.0,Fates and Furies,3.56,66085
1221,Judy Blume,1998.0,Summer Sisters,3.83,73515
1222,"E.B. White, Garth Williams",1945.0,Stuart Little,3.88,89033
1223,Isaac Asimov,1953.0,The Foundation Trilogy,4.39,72311
1224,Brian Greene,1999.0,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4.06,32626
1225,"Lemony Snicket, Brett Helquist",2000.0,The Austere Academy,3.97,99311
1226,Janet Evanovich,2001.0,Seven Up,4.15,94506
1227,Kelley Armstrong,2009.0,The Awakening,4.16,95026
1228,Jim Butcher,2003.0,Death Masks,4.32,83664
1229,Janell Cannon,1993.0,Stellaluna,4.22,87423
1230,Joe Abercrombie,2007.0,Before They Are Hanged,4.27,68865
1231,Nancy Horan,2007.0,Loving Frank,3.73,72734
1232,"Janet Evanovich, Lorelei King",2002.0,Hard Eight,4.17,93057
1233,"Lemony Snicket, Brett Helquist",2001.0,The Vile Village,3.94,89733
1234,Flora Rheta Schreiber,1973.0,Sybil,3.99,72493
1235,Carl Sagan,1980.0,Cosmos,4.35,76440
1236,Chuck Palahniuk,2005.0,Haunted: A Novel of Stories,3.59,68861
1237,Rosamunde Pilcher,1987.0,The Shell Seekers,4.13,73573
1238,Dave Eggers,2006.0,What Is the What: The Autobiography of Valentino Achak Deng,4.16,59333
1239,"Gabriel García Márquez, Gregory Rabassa",1981.0,Crónica de una muerte anunciada,3.95,56200
1240,"Ronald Holt, Arthur Conan Doyle",1891.0,A Scandal in Bohemia,4.22,65422
1241,"Bill O'Reilly, Martin Dugard",2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,4.02,71868
1242,Jhumpa Lahiri,2013.0,The Lowland,3.82,62231
1243,John Flanagan,2004.0,The Ruins of Gorlan,4.2,83085
1244,Laurie Halse Anderson,2009.0,Wintergirls,3.98,87665
1245,John Grisham,2000.0,The Brethren,3.71,69351
1246,Robin Hobb,1997.0,Assassin's Quest,4.18,67125
1247,Ira Levin,1967.0,Rosemary's Baby,3.96,78766
1248,"Stephen King, Peter Straub",1984.0,The Talisman,4.12,79508
1249,Robert Jordan,1998.0,The Path of Daggers,3.9,74815
1250,Jack Kerouac,1958.0,The Dharma Bums,3.94,62454
1251,Kelley Armstrong,2010.0,The Reckoning,4.21,92922
1252,Katherine Boo,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",3.97,69596
1253,"P.L. Travers, Mary Shepard",1934.0,Mary Poppins,4.05,82706
1254,Scott Lynch,2007.0,Red Seas Under Red Skies,4.23,68255
1255,Sandra Cisneros,1984.0,The House on Mango Street,3.57,81579
1256,David Benioff,2008.0,City of Thieves,4.28,68063
1257,Jeaniene Frost,2007.0,Halfway to the Grave,4.18,106608
1258,"Roald Dahl, Quentin Blake",1980.0,The Twits,3.94,82458
1259,Garth Nix,2003.0,Abhorsen,4.29,80740
1260,"James Patterson, Peter de Jonge",2002.0,The Beach House,3.82,68676
1261,Stephen King,1987.0,Eyes of the Dragon,3.92,72714
1262,Frank Herbert,1976.0,Children of Dune,3.9,74133
1263,James S.A. Corey,2011.0,Leviathan Wakes,4.2,68416
1264,Sarah J. Maas,2015.0,Queen of Shadows,4.6,99067
1265,Art Spiegelman,1991.0,Maus II : And Here My Troubles Began ,4.41,90147
1266,Ezra Jack Keats,1962.0,The Snowy Day,4.13,81914
1267,Janet Evanovich,2003.0,To the Nines,4.16,86963
1268,Emily Giffin,2012.0,Where We Belong,3.86,68224
